Date,HASH11
2022-10-11,17.3799991607666
2022-10-13,17.700000762939453
2022-10-14,17.559999465942383
2022-10-17,17.989999771118164
2022-10-18,17.6299991607666
2022-10-19,17.540000915527344
2022-10-20,17.290000915527344
2022-10-21,17.389999389648438
2022-10-24,17.899999618530273
2022-10-25,18.700000762939453
2022-10-26,19.940000534057617
2022-10-27,19.579999923706055
2022-10-28,19.610000610351562
2022-10-31,19.040000915527344
2022-11-01,18.969999313354492
2022-11-03,18.729999542236328
2022-11-04,19.31999969482422
2022-11-07,19.309999465942383
2022-11-08,17.389999389648438
2022-11-09,15.0
2022-11-10,16.809999465942383
2022-11-11,16.360000610351562
2022-11-14,16.06999969482422
2022-11-16,15.760000228881836
2022-11-17,15.90999984741211
2022-11-18,16.020000457763672
2022-11-21,15.199999809265137
2022-11-22,15.0
2022-11-23,15.239999771118164
2022-11-24,15.300000190734863
2022-11-25,15.050000190734863
2022-11-28,15.0
2022-11-29,14.960000038146973
2022-11-30,15.600000381469727
2022-12-01,15.449999809265137
2022-12-02,15.699999809265137
2022-12-05,15.789999961853027
2022-12-06,15.970000267028809
2022-12-07,15.859999656677246
2022-12-08,15.979999542236328
2022-12-09,15.899999618530273
2022-12-12,16.149999618530273
2022-12-13,16.889999389648438
2022-12-14,16.709999084472656
2022-12-15,16.329999923706055
2022-12-16,15.699999809265137
2022-12-19,15.25
2022-12-20,15.40999984741211
2022-12-21,15.279999732971191
2022-12-22,15.279999732971191
2022-12-23,15.380000114440918
2022-12-26,15.300000190734863
2022-12-27,15.460000038146973
2022-12-28,15.3100004196167
2022-12-29,15.550000190734863
2023-01-02,15.59000015258789
2023-01-03,15.800000190734863
2023-01-04,16.239999771118164
2023-01-05,15.949999809265137
2023-01-06,16.0
2023-01-09,16.360000610351562
2023-01-10,16.200000762939453
2023-01-11,16.549999237060547
2023-01-12,17.5
2023-01-13,17.600000381469727
2023-01-16,19.0
2023-01-17,19.100000381469727
2023-01-18,18.899999618530273
2023-01-19,19.0
2023-01-20,20.399999618530273
2023-01-23,20.989999771118164
2023-01-24,20.530000686645508
2023-01-25,20.200000762939453
2023-01-26,20.209999084472656
2023-01-27,20.690000534057617
2023-01-30,20.0
2023-01-31,20.5
2023-02-01,20.780000686645508
2023-02-02,21.06999969482422
2023-02-03,20.829999923706055
2023-02-06,20.739999771118164
2023-02-07,21.190000534057617
2023-02-08,20.799999237060547
2023-02-09,20.270000457763672
2023-02-10,19.780000686645508
2023-02-13,19.469999313354492
2023-02-14,20.15999984741211
2023-02-15,21.389999389648438
2023-02-16,22.170000076293945
2023-02-17,22.299999237060547
2023-02-22,21.219999313354492
2023-02-23,20.889999389648438
2023-02-24,20.790000915527344
2023-02-27,20.75
2023-02-28,20.850000381469727
2023-03-01,21.040000915527344
2023-03-02,21.6299991607666
2023-03-03,20.3799991607666
2023-03-06,20.25
2023-03-07,20.1299991607666
2023-03-08,19.81999969482422
2023-03-09,18.31999969482422
2023-03-10,18.299999237060547
2023-03-13,21.56999969482422
2023-03-14,22.579999923706055
2023-03-15,21.959999084472656
2023-03-16,22.399999618530273
2023-03-17,23.950000762939453
2023-03-20,24.139999389648438
2023-03-21,24.540000915527344
2023-03-22,23.299999237060547
2023-03-23,25.299999237060547
2023-03-24,24.299999237060547
2023-03-27,23.93000030517578
2023-03-28,23.809999465942383
2023-03-29,24.520000457763672
2023-03-30,24.270000457763672
2023-03-31,24.479999542236328
2023-04-03,23.90999984741211
2023-04-04,24.40999984741211
2023-04-05,24.079999923706055
2023-04-06,24.200000762939453
2023-04-10,24.920000076293945
2023-04-11,25.049999237060547
2023-04-12,24.709999084472656
2023-04-13,25.479999542236328
2023-04-14,25.899999618530273
2023-04-17,25.389999389648438
2023-04-18,25.850000381469727
2023-04-19,25.450000762939453
2023-04-20,24.690000534057617
2023-04-24,23.690000534057617
2023-04-25,23.8700008392334
2023-04-26,24.040000915527344
2023-04-27,25.0
2023-04-28,24.59000015258789
2023-05-02,24.700000762939453
2023-05-03,24.280000686645508
2023-05-04,24.5
2023-05-05,24.799999237060547
2023-05-08,23.399999618530273
2023-05-09,23.600000381469727
2023-05-10,22.850000381469727
2023-05-11,22.59000015258789
2023-05-12,22.350000381469727
2023-05-15,22.559999465942383
2023-05-16,22.729999542236328
2023-05-17,23.0
2023-05-18,22.600000381469727
2023-05-19,22.790000915527344
2023-05-22,22.350000381469727
2023-05-23,22.899999618530273
2023-05-24,22.489999771118164
2023-05-25,22.649999618530273
2023-05-26,22.790000915527344
2023-05-29,23.0
2023-05-30,23.790000915527344
2023-05-31,23.209999084472656
2023-06-01,23.389999389648438
2023-06-02,23.350000381469727
2023-06-05,22.0
2023-06-06,22.84000015258789
2023-06-07,22.649999618530273
2023-06-09,22.3799991607666
2023-06-12,21.420000076293945
2023-06-13,21.280000686645508
2023-06-14,21.260000228881836
2023-06-15,20.899999618530273
2023-06-16,21.1299991607666
2023-06-19,21.110000610351562
2023-06-20,22.170000076293945
2023-06-21,23.700000762939453
2023-06-22,23.6299991607666
2023-06-23,23.989999771118164
2023-06-26,23.68000030517578
2023-06-27,24.1299991607666
2023-06-28,23.489999771118164
2023-06-29,24.06999969482422
2023-06-30,24.110000610351562
2023-07-03,24.75
2023-07-04,24.790000915527344
2023-07-05,24.729999542236328
2023-07-06,24.780000686645508
2023-07-07,24.600000381469727
2023-07-10,24.6200008392334
2023-07-11,24.34000015258789
2023-07-12,24.149999618530273
2023-07-13,25.149999618530273
2023-07-14,24.200000762939453
2023-07-17,23.950000762939453
2023-07-18,24.079999923706055
2023-07-19,24.209999084472656
2023-07-20,23.899999618530273
2023-07-21,24.09000015258789
2023-07-24,23.239999771118164
2023-07-25,23.170000076293945
2023-07-26,23.299999237060547
2023-07-27,23.25
2023-07-28,23.299999237060547
2023-07-31,23.239999771118164
2023-08-01,23.31999969482422
2023-08-02,23.200000762939453
2023-08-03,23.5
2023-08-04,23.440000534057617
2023-08-07,23.399999618530273
2023-08-08,23.809999465942383
2023-08-09,23.739999771118164
2023-08-10,23.739999771118164
2023-08-11,23.729999542236328
2023-08-14,23.84000015258789
2023-08-15,23.950000762939453
2023-08-16,23.899999618530273
2023-08-17,22.940000534057617
2023-08-18,21.8799991607666
2023-08-21,21.75
2023-08-22,21.149999618530273
2023-08-23,21.510000228881836
2023-08-24,21.059999465942383
2023-08-25,21.040000915527344
2023-08-28,21.100000381469727
2023-08-29,22.399999618530273
2023-08-30,21.899999618530273
2023-08-31,21.459999084472656
2023-09-01,21.010000228881836
2023-09-04,21.31999969482422
2023-09-05,21.40999984741211
2023-09-06,21.0
2023-09-08,21.0
2023-09-11,20.18000030517578
2023-09-12,21.15999984741211
2023-09-13,21.059999465942383
2023-09-14,21.219999313354492
2023-09-15,21.0
2023-09-18,21.15999984741211
2023-09-19,21.489999771118164
2023-09-20,21.18000030517578
2023-09-21,21.209999084472656
2023-09-22,21.25
2023-09-25,21.3799991607666
2023-09-26,21.399999618530273
2023-09-27,21.43000030517578
2023-09-28,22.3799991607666
2023-09-29,22.399999618530273
2023-10-02,23.010000228881836
2023-10-03,22.81999969482422
2023-10-04,22.959999084472656
2023-10-05,22.899999618530273
2023-10-06,23.059999465942383
2023-10-09,22.799999237060547
2023-10-10,22.31999969482422
2023-10-11,22.0
2023-10-13,21.799999237060547
2023-10-16,22.579999923706055
2023-10-17,22.5
2023-10-18,22.780000686645508
2023-10-19,22.68000030517578
2023-10-20,23.200000762939453
2023-10-23,24.600000381469727
2023-10-24,26.209999084472656
2023-10-25,26.770000457763672
2023-10-26,26.020000457763672
2023-10-27,25.959999084472656
2023-10-30,26.770000457763672
2023-10-31,27.06999969482422
2023-11-01,26.899999618530273
2023-11-03,26.5
2023-11-06,26.850000381469727
2023-11-07,27.149999618530273
2023-11-08,27.190000534057617
2023-11-09,28.309999465942383
2023-11-10,29.18000030517578
2023-11-13,28.969999313354492
2023-11-14,27.40999984741211
2023-11-16,27.540000915527344
2023-11-17,28.049999237060547
2023-11-20,28.690000534057617
2023-11-21,28.700000762939453
2023-11-22,29.360000610351562
2023-11-23,29.219999313354492
2023-11-24,29.989999771118164
2023-11-27,28.84000015258789
2023-11-28,29.239999771118164
2023-11-29,28.889999389648438
2023-11-30,29.25
2023-12-01,29.540000915527344
2023-12-04,32.220001220703125
2023-12-05,33.5
2023-12-06,33.47999954223633
2023-12-07,33.25
2023-12-08,34.20000076293945
2023-12-11,32.0
2023-12-12,31.950000762939453
2023-12-13,32.70000076293945
2023-12-14,33.349998474121094
2023-12-15,33.0
2023-12-18,32.7599983215332
2023-12-19,32.31999969482422
2023-12-20,32.959999084472656
2023-12-21,33.310001373291016
2023-12-22,33.5
2023-12-26,32.47999954223633
2023-12-27,32.959999084472656
2023-12-28,33.04999923706055
2024-01-02,34.40999984741211
2024-01-03,33.310001373291016
2024-01-04,33.70000076293945
2024-01-05,33.4900016784668
2024-01-08,35.099998474121094
2024-01-09,35.20000076293945
2024-01-10,35.20000076293945
2024-01-11,35.88999938964844
2024-01-12,34.439998626708984
2024-01-15,34.61000061035156
2024-01-16,34.900001525878906
2024-01-17,34.54999923706055
2024-01-18,33.650001525878906
2024-01-19,33.470001220703125
2024-01-22,32.5
2024-01-23,31.0
2024-01-24,31.549999237060547
2024-01-25,31.399999618530273
2024-01-26,32.349998474121094
2024-01-29,33.349998474121094
2024-01-30,34.11000061035156
2024-01-31,33.29999923706055
2024-02-01,33.290000915527344
2024-02-02,33.5
2024-02-05,33.470001220703125
2024-02-06,33.849998474121094
2024-02-07,34.560001373291016
2024-02-08,35.47999954223633
2024-02-09,36.41999816894531
2024-02-14,40.0
2024-02-15,40.619998931884766
2024-02-16,40.4900016784668
2024-02-19,40.95000076293945
2024-02-20,40.86000061035156
2024-02-21,40.599998474121094
2024-02-22,41.150001525878906
2024-02-23,41.189998626708984
2024-02-26,43.54999923706055
2024-02-27,44.470001220703125
2024-02-28,46.88999938964844
2024-02-29,48.0
2024-03-01,49.08000183105469
2024-03-04,52.29999923706055
2024-03-05,49.25
2024-03-06,52.970001220703125
2024-03-07,53.900001525878906
2024-03-08,55.0
2024-03-11,57.150001525878906
2024-03-12,56.36000061035156
2024-03-13,57.119998931884766
2024-03-14,55.09000015258789
2024-03-15,53.0
2024-03-18,51.54999923706055
2024-03-19,49.220001220703125
2024-03-20,50.72999954223633
2024-03-21,50.84000015258789
2024-03-22,49.56999969482422
2024-03-25,54.06999969482422
2024-03-26,53.45000076293945
2024-03-27,52.45000076293945
2024-03-28,54.25
2024-04-01,53.83000183105469
2024-04-02,51.0
2024-04-03,50.84000015258789
2024-04-04,52.0
2024-04-05,52.08000183105469
2024-04-08,55.29999923706055
2024-04-09,52.849998474121094
2024-04-10,54.04999923706055
2024-04-11,54.400001525878906
2024-04-12,51.599998474121094
2024-04-15,49.9900016784668
2024-04-16,49.5
2024-04-17,47.959999084472656
2024-04-18,50.310001373291016
2024-04-19,50.22999954223633
2024-04-22,52.130001068115234
2024-04-23,51.5
2024-04-24,49.79999923706055
2024-04-25,50.0
2024-04-26,49.439998626708984
2024-04-29,49.04999923706055
2024-04-30,46.75
2024-05-02,46.2599983215332
2024-05-03,47.619998931884766
2024-05-06,48.45000076293945
2024-05-07,48.08000183105469
2024-05-08,47.47999954223633
2024-05-09,48.5
2024-05-10,47.220001220703125
2024-05-13,48.5
2024-05-14,46.970001220703125
2024-05-15,50.349998474121094
2024-05-16,49.29999923706055
2024-05-17,50.970001220703125
2024-05-20,54.099998474121094
2024-05-21,54.959999084472656
2024-05-22,55.400001525878906
2024-05-23,53.75
2024-05-24,54.959999084472656
2024-05-27,56.0
2024-05-28,55.189998626708984
2024-05-29,54.79999923706055
2024-05-31,55.150001525878906
2024-06-03,55.869998931884766
2024-06-04,57.29999923706055
2024-06-05,58.25
2024-06-06,57.47999954223633
2024-06-07,56.7599983215332
2024-06-10,57.040000915527344
2024-06-11,54.689998626708984
